Date,ITC.NS,HINDUNILVR.NS,ICICIBANK.NS,HDFCBANK.NS,BHARTIARTL.NS,RELIANCE.NS,TCS.NS,Other
2025-11-20,0.15414470405253716,0.1168916680925338,0.12104676090579876,0.12546835387898495,0.10364269581836116,0.08997374993911898,0.08842089749876045,0.16302328192672733
2025-11-21,0.15529223925921037,0.11732441322277931,0.12004691697329208,0.1243133838938508,0.10401144554631815,0.08996474358923048,0.08871828534564652,0.16287463791098214
2025-11-24,0.154206050378963,0.117285558371629,0.12038068980964577,0.12489672696706089,0.10387286912398358,0.08966275117994657,0.08877081908004765,0.1633268804786206
2025-11-25,0.15369707598320348,0.117210156145143,0.11987080549177773,0.12416570591028966,0.10470052098548949,0.09020260247206992,0.08846097249852063,0.16395205296309984
2025-11-26,0.1531334616843914,0.11687985428419488,0.1204931757204032,0.12500483846396412,0.10225447448443187,0.09129292113214918,0.08903814551383438,0.1644322556171836
2025-11-27,0.15353151729168635,0.1178781118801647,0.12171247983683034,0.12540545283082327,0.10147591439167583,0.09070035017186838,0.08808937360302814,0.1638150245394147
2025-11-28,0.17602005975955798,0.11862301180232548,0.12144441481597919,0.12519949750194337,0.08066289464250564,0.09096006145990401,0.08813581428281282,0.16391301612132475
2025-12-01,0.1762891314029266,0.11870318494208976,0.12174390644439113,0.12470643346487618,0.08032875551876488,0.0910177425118776,0.08815519550048109,0.16395208382307286
2025-12-02,0.1757760659597198,0.11997584493193081,0.1208831370945333,0.12382810964781264,0.0813067924915061,0.09034296024311501,0.08868712284913921,0.16390166928100292
2025-12-03,0.17546853608312438,0.1184584882032683,0.12243500681787824,0.1250881265921031,0.08056058173638812,0.08984832000251272,0.08988358529021197,0.16297240550161485
2025-12-04,0.17599579369522686,0.11874757834107194,0.12160504299389155,0.12425903172410122,0.08097658276946271,0.08936193507425667,0.09096930577503068,0.16290886995854598
2025-12-05,0.1768807622421776,0.11282185085856589,0.12215186064673897,0.1250582355149204,0.08119441586285114,0.08968093657925674,0.09125137422466545,0.16576490941867478
2025-12-08,0.17660838447769245,0.11219736839079562,0.1225114745099692,0.1256631052889089,0.08072885628354662,0.09027308361716072,0.09166286534502277,0.16497308319538112
2025-12-09,0.1768785416516936,0.11235389740245605,0.12180585180546438,0.12549245751286625,0.08124041746339648,0.08989359610388255,0.09128684350449588,0.16549316145860477
2025-12-10,0.1783058603059138,0.11243609237785485,0.1211188225657687,0.12492481464128562,0.08058440600864342,0.09058903975277677,0.0909991442312915,0.16537746209271414
2025-12-11,0.17784289314280022,0.11240388015191755,0.12056017142952846,0.12600037178175705,0.07988810043496285,0.09088637755965032,0.09089607334549599,0.16591940761721635
2025-12-12,0.17649862189989007,0.11014240710750126,0.12101776975466617,0.12607413901421588,0.08101341819208277,0.09150671235743764,0.09165425167493647,0.16650290343392699
2025-12-15,0.1770541438308257,0.111484082006985,0.12066408137454465,0.12510114204818454,0.08029251039110337,0.09127514155680153,0.09171535070395656,0.16689811680998606
2025-12-16,0.17723523984750605,0.11116053835378999,0.1210388102481211,0.12518952268425068,0.08175089673754249,0.09068765836346687,0.09123184024180934,0.16609173390904952
2025-12-17,0.1766705606964065,0.11106452666734294,0.1200196171650993,0.12408485469073698,0.08211142014661066,0.090951997606339,0.09173540472931249,0.1676837027159006
2025-12-18,0.1766584731884973,0.11039833848042346,0.12022144434730836,0.12334904966914939,0.08136051417690375,0.09080949606141153,0.09338491391698221,0.16818685087891452
2025-12-19,0.17623599724471659,0.11065957666757971,0.11950126612550045,0.1235819410008603,0.0812551723578877,0.09165775520988424,0.09304461272332361,0.16856671196682824
2025-12-22,0.17555087100548983,0.1102351382762652,0.11980965925622505,0.12287080682939902,0.08252515239872812,0.09152573941633402,0.09350966568623217,0.16875007374693227
2025-12-23,0.17748066014369857,0.1108051273464712,0.1192627599142831,0.12391003439571553,0.08153130290156656,0.0912026778063778,0.09303960502744298,0.16755544057285304
2025-12-24,0.177576688854787,0.11008555092926034,0.11926673007864268,0.12428054232395888,0.08175669369434391,0.09069280436205478,0.09351523895049477,0.16752049867781343
2025-12-26,0.17732753621359024,0.11075257754536777,0.11899308048079824,0.12421994330543445,0.08142911973090335,0.09117304457705303,0.09284616875136464,0.16778022479754168
2025-12-29,0.17737309287272723,0.11159195865853043,0.11885369594509328,0.12467993862176015,0.08083935715310026,0.09074906232785694,0.09241751726347662,0.167862427151445
2025-12-30,0.17669579611397498,0.11156981686137482,0.11892009503310698,0.12472324826146937,0.08164033189466395,0.09051293391833433,0.0923905096011481,0.1678642485020649
2025-12-31,0.13940144398791166,0.11239220428576926,0.11850255735061815,0.12428592804749772,0.08155410272989119,0.09196015994849178,0.09088778417236508,0.19626227862190407
