,Breakout_20,BuyHold,EqualWeight,EqualWeight+Regime,HRP,HRP+Regime,InverseVol,MA_20_50,MaxSharpe,MinVariance,MomentumPullback,MomentumTilt,PPO_ensemble,PPO_s0,PPO_s1,PPO_s2,RSI_35_60,Random,RiskParity,RiskParity+Regime,Selected_OOS,Sentiment_Momentum,VIX_Regime_Mom
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05,-0.31981424436200445,-0.31876266618869886,-0.30762756200730657,-0.23021051407904336,-0.1604258157447691,-0.13488109278282367,-0.3241559694274754,-0.08936256691829403,-0.7059071411255391,-0.01811452936461011,0.0,0.0,-0.3021278426575291,-0.2392348529937416,-0.3584108178235845,-0.308105159759664,0.0,-0.1374429036429814,-0.241454999625057,-0.18781030858608938,-0.31981424436200445,-0.31816347024558045,-0.08943269852552671
2022-04-06,-0.6774944912567582,-0.7251956302340767,-0.6947944919725058,-0.4946890425477246,-0.6208723816777506,-0.4731207520799252,-0.7888969185868233,-0.1493343789246815,-1.0010322902848423,-0.6843278904972161,0.0,0.0,-0.7194433630699493,-0.6995297715114202,-0.6160496719015307,-0.8422878727064487,0.0,-0.5258816794621146,-0.6484742621467476,-0.49729582535539274,-0.6774944912567582,-0.7377248942678216,-0.16381137580354643
2022-04-07,-1.2260075722996255,-1.5667551363374277,-1.5134424257870593,-1.1165930371769273,-1.473521641722575,-1.096244855133366,-1.6447910657516607,-0.7055207615264569,-1.985486200526776,-1.4670024391846614,-0.07120163707491356,-1.214692392918748,-1.5646830128523526,-1.5666414308646126,-1.3553497737531006,-1.7716280973680498,0.0,-0.9574215547873965,-1.4565376673560393,-1.0797057573087798,-1.2260075722996255,-1.485146474535659,-0.6245618511929951
2022-04-08,-0.4604414225858888,-0.7819285692908462,-0.7311894756774628,-0.5302637318791881,-0.650254602081024,-0.49099795586737827,-0.8656859133957528,-0.09013049927393268,-1.803748885965839,-0.5819079352703316,-0.044521858162727135,0.0,-0.908612480149884,-0.8666726146185355,-0.6695643429680764,-1.1885797412585664,0.0,-0.9845471549320695,-0.675576068781758,-0.48239856639236134,-0.4604414225858888,-0.7314277000935343,-0.039610537546042046
2022-04-11,-0.7922797856258934,-1.4637412726908439,-1.3754213626089196,-1.0197754784234236,-1.5584462295506807,-1.1372967081947793,-1.5614010026932523,-0.5053577282521537,-3.2594463510410177,-1.49055960276121,-0.39765252639506476,-0.23234794693738348,-1.6409889295364688,-1.5700966026592766,-1.3284581198727108,-2.0228848688635614,0.0,-1.4976369390567013,-1.3775514966363978,-1.0491800574467636,-0.7922797856258934,-1.191253564335526,-0.22681019865392615
2022-04-12,-1.3882239291068132,-2.377121408342464,-2.261210859056828,-1.6785082177874777,-2.6456681176320163,-1.909804893462208,-2.456432193909741,-1.154410302307951,-4.625634078897567,-2.5075213934357854,-0.5496240741049041,-1.5756092793172138,-2.625113243340227,-2.7062185061339727,-2.181744379846351,-2.987389953370423,0.0,-1.928576955498995,-2.2949622722816865,-1.7499221901194129,-1.3882239291068132,-1.963129732555069,-0.7179522832010288
2022-04-13,-0.9958088066015947,-2.2430568892499947,-2.129243197282815,-1.5691984125681069,-2.4148962000682395,-1.7440728827488705,-2.3414059453471636,-1.2592012655388451,-4.340790443994813,-2.248369792533267,-0.8207791803197084,-0.8153255850352092,-2.494520253385868,-2.6157924575003877,-2.074177734121563,-2.7941354346580294,0.0,-2.0615252944491402,-2.1357973427468036,-1.605048076446014,-0.9958088066015947,-1.8076776391575677,-0.7584054811794694
2022-04-18,-1.159823398057791,-4.010576726883064,-3.8025177975144597,-2.8291976253770224,-4.175351038348374,-3.057311206523128,-4.106673195423138,-2.2185323671968904,-8.161252823231058,-4.045878779200008,-1.8141655995381312,-1.2847661464137516,-4.23418860455389,-4.551746892130559,-3.7295103925865103,-4.424025735138882,0.0,-2.953780540563755,-3.804909035929638,-2.876189188907252,-1.159823398057791,-2.467388996885489,-1.3378747788836076
2022-04-19,-1.791954545625818,-5.140698023507673,-4.878352314859081,-3.5962185125493207,-5.881860351247181,-4.29650526779276,-5.2827327229857834,-2.376061783718131,-9.679337611568284,-6.301705258093204,-1.5250758138849574,-1.9604814402363835,-5.167531330291775,-5.257505937483997,-4.785092515955258,-5.460246977681116,0.0,-3.2467046348882866,-5.058947877214259,-3.8793568338910567,-1.791954545625818,-3.0107176874482167,-1.707119271369928
2022-04-20,-1.8014507822775472,-4.3417422535593,-4.1087644103818155,-3.052153034764815,-4.819717940893464,-3.5452014426525458,-4.472364353819691,-1.794574350408884,-8.492818459270302,-5.128547833788333,-1.0261338566984635,-1.2453911899352965,-4.275662908290212,-4.023917092218388,-4.06247176772645,-4.737117965290616,0.0,-3.289788634716595,-4.2178525793238,-3.2412666552097513,-1.8014507822775472,-3.0883097849955576,-1.8281300981351944
2022-04-21,-1.4176209196521738,-3.1991255507521132,-2.972342712394338,-2.2239322457547117,-3.6710542706083094,-2.7312219292493056,-3.333157660741093,-1.2586609895870793,-7.502348065555509,-3.992265331839717,-1.0671988642010577,-0.5257983645151398,-3.169282295186182,-2.9522639274637497,-2.9536349570992937,-3.5988774250815148,0.0,-2.9458490859477937,-3.114962138427302,-2.3889927551714263,-1.4176209196521738,-3.0640885276132956,-1.457303419196898
2022-04-22,-1.960324001475322,-4.429498182924075,-4.203283772959498,-3.0887720330190716,-4.907077926760694,-3.59580070610771,-4.519999014074316,-1.7917720790418201,-8.79228218323319,-5.235479851217184,-1.3219727540927595,-0.8700020630235339,-4.428946461693606,-4.193844507073363,-4.152969885952329,-4.93660683841356,0.0,-3.5550003510666173,-4.294357163423001,-3.318613036981799,-1.960324001475322,-3.03986121658254,-1.9709398743575135
2022-04-25,-2.4652198418172677,-5.424773328336785,-5.188390417156841,-3.811851547272782,-6.030351667658229,-4.371728905817907,-5.514246145128188,-2.4589558556308067,-9.711968968899587,-6.355462621575681,-1.3201042995740209,-2.4464742999749545,-5.4107130546152575,-5.189513060238527,-5.104176443452935,-5.935132128635601,0.0,-4.5825259863142005,-5.29222706764404,-4.074625644426222,-2.4652198418172677,-3.0734513708823075,-2.4595226371319945
2022-04-26,-1.8137319994081746,-4.018860515675882,-3.794709030723742,-2.7718166775132835,-4.558030248653222,-3.3135516381839536,-4.153950331006273,-1.5807815300749595,-8.083889687247437,-5.06001113030986,-0.8785880389809209,-0.4726179320235335,-4.075295075064245,-3.890437031840499,-3.743511450883452,-4.589000559662515,0.0,-4.050657046435013,-3.930003916191138,-3.0219637386722398,-1.8137319994081746,-2.4602619654551128,-2.0364780447506114
2022-04-27,-1.9950162028467555,-4.710246706675825,-4.471133727730869,-3.2782311966960243,-5.107502377345718,-3.718277163120942,-4.790271126842094,-1.9980667408855957,-9.215719815346146,-5.469443879228253,-1.2408881429188945,-0.9696425893166327,-4.795516112798315,-4.6883501469906825,-4.479055544388377,-5.21717174930404,0.0,-4.606881620530623,-4.545392387189118,-3.495461454766835,-1.9950162028467555,-2.4358837393124166,-2.235494324684195
2022-04-28,-1.712716544302495,-3.3427760697776754,-3.104371674936568,-2.302618664450884,-3.513492548207564,-2.6071608593638773,-3.4462193081807424,-1.385303981970909,-8.199165859260315,-3.775816895505124,-1.0635895414048968,0.0,-3.4797066104021668,-3.4412816401405033,-3.2417428097197165,-3.755119157334341,0.0,-4.31023421489003,-3.159597771593292,-2.3869711195963483,-1.712716544302495,-2.411499420289809,-2.0469908468096043
2022-04-29,-1.8078328416459177,-4.10264741772518,-3.862697757239131,-2.880574243720091,-4.192378659301788,-3.0995267583461827,-4.15936577275815,-2.0342896170464697,-9.427345649978303,-4.319343895662719,-1.4372304534017943,-1.0619357540137764,-4.213083217487846,-4.1142420139818725,-4.027579818279214,-4.495840337268053,0.0,-4.966394588710077,-3.8629688677201512,-2.9240952153969157,-1.8078328416459177,-2.3871090068645184,-2.2809476427836595
2022-05-02,-1.8382939519052233,-4.205992395800973,-3.971084589400775,-2.9666541246492706,-4.260764049543198,-3.144685250823853,-4.2830847037218405,-2.058867640497908,-9.457450512607302,-4.33195199940185,-1.518521530684891,-0.47204858639423586,-4.310894430113654,-4.175563581113306,-4.173897035925711,-4.581302428322442,0.0,-5.104623481218862,-3.974332687902782,-2.9916226267716506,-1.8382939519052233,-2.3627124975133085,-2.1843884632231636
2022-05-04,-2.339430798846587,-6.268406436474782,-6.062430121631679,-4.151200981037107,-6.272888144576594,-4.242321342709987,-6.332083149364031,-3.387350335929429,-11.603019181182173,-6.262607268250409,-2.197883679984658,-2.577720312240095,-6.291576369350437,-6.084775411646071,-6.173145360921906,-6.614070828203222,0.0,-6.549671714050631,-5.970770561407878,-4.168162671396692,-2.339430798846587,-2.3821573823599063,-2.6688103547846564
2022-05-05,-2.5244953482068233,-6.029090336576304,-5.82239069217696,-3.962230825469981,-5.951066516115155,-4.043019087936884,-6.052636531044541,-3.4268995297451865,-12.000291904985616,-5.849971302671742,-2.2249413735530466,-2.935679963073623,-5.983045975537793,-5.746790444068339,-5.903553621726654,-6.295787280080778,0.0,-6.828359191082312,-5.670581951914977,-3.985981549177564,-2.5244953482068233,-2.523316641735218,-2.759002598584881
2022-05-06,-2.6531608527500694,-6.8718247868901905,-6.685102765207029,-4.498498550030594,-6.887135204777972,-4.557268857170493,-6.953543082698388,-3.411010249359059,-12.143580452030346,-6.7889264439180526,-2.353157750537216,-2.3548139468138607,-6.8452031400972,-6.596547093115612,-6.801534392875908,-7.134450141275184,0.0,-7.132358788503135,-6.533754505239253,-4.515669378683018,-2.6531608527500694,-2.49895417492495,-2.894264491411036
2022-05-09,-2.748439209894782,-7.607439849017128,-7.4295583917080465,-4.856522301202981,-7.462813484625041,-4.8418132836111845,-7.636279573959448,-4.325005960649875,-13.511144830371292,-7.332038692638698,-2.9803479764631047,-4.665159057785784,-7.48969795531873,-7.23399101009865,-7.394407795125558,-7.83742090791616,0.0,-7.642522751020698,-7.1978341937181884,-4.888497003140813,-2.748439209894782,-2.4745856191735416,-3.1505135617791336
2022-05-10,-2.4955928860618704,-7.502205522990579,-7.317084069268076,-4.780988815938702,-7.196065888369729,-4.699639397667365,-7.552921887295749,-4.359413954742319,-13.859166110205246,-6.914672727816984,-2.838755168427032,-5.94336312839806,-7.415908587687436,-7.146850358704304,-7.311336882175102,-7.78608409196655,0.0,-7.387369760856299,-7.048566692802705,-4.753632705306165,-2.4955928860618704,-2.4502109729591437,-3.2543681606229002
2022-05-11,-2.5342865440296847,-8.041396539409318,-7.853647916568995,-5.131030058141994,-7.899851782856471,-5.082175586207738,-8.159488951319538,-4.672452905016278,-14.261204524542848,-7.655997803224446,-2.90946532510169,-7.146676490918247,-7.962657812919383,-7.720153430552701,-7.848148750206862,-8.31651389127398,0.0,-7.579673011741617,-7.640026679609946,-5.0937127081082,-2.5342865440296847,-2.425830234759596,-3.4204323510027557
