,Breakout_20,BuyHold,EqualWeight,EqualWeight+Regime,HRP,HRP+Regime,InverseVol,MA_20_50,MaxSharpe,MinVariance,MomentumPullback,MomentumTilt,PPO_ensemble,PPO_s0,PPO_s1,PPO_s2,RSI_35_60,Random,RiskParity,RiskParity+Regime,Selected_OOS,Sentiment_Momentum,VIX_Regime_Mom
2022-04-26,100232.37053315595,99834.48821040777,99101.87544664928,99394.58065092153,98151.71627220299,98761.37345685415,98693.36869698142,99221.86174287499,92604.26647854532,97678.74822512302,99454.4695864112,103012.5683654562,100672.22103746176,100128.78267508636,101279.83206654816,100608.04837075072,100651.85538065797,97107.49145863159,98784.40316067165,99141.74577200518,100232.37053315595,101632.81446590286,98701.91733964883
2022-04-27,100047.3085502445,99115.34498179986,98405.08470472174,98876.88241724421,97586.6437719663,98347.96238019278,98038.14458362604,98801.17342469806,91463.96258149979,97257.5044597418,99090.95211873809,102498.13921616184,99916.35474041833,99297.50151603101,100505.90208644394,99945.66061877998,100677.01142209911,96544.55302241728,98151.62721295055,98657.6836894716,100047.3085502445,101658.21567964912,98501.40098397696
2022-04-28,100335.49104819239,100537.71537572276,99812.99773483236,99874.23313600296,99225.91002864853,99482.92362955736,99422.12443616142,99418.93347899879,92488.12725860461,98999.98795589461,99268.84646086996,103536.31136580763,101297.28643233312,100596.72136103972,101807.7865398447,101487.35139611483,100702.17375082044,96844.78108571324,99576.57672461164,99790.90592449452,100335.49104819239,101683.62324195182,98691.32529784465
2022-04-29,100238.39262340034,99747.33752091014,99031.83969041363,99283.39979454488,98527.74928101456,98979.9913856834,98687.79237754706,98764.65513826744,91250.75234972063,98440.78168639715,98893.9500789152,102436.82225702709,100527.61346904375,99895.61836004458,100980.9390051149,100706.28304197175,100727.34236839341,96180.70058307698,98853.33224908626,99241.79787274577,100238.39262340034,101709.03715439765,98455.60506365556
2022-05-02,100207.29673440756,99639.84355854685,98920.18950742764,99195.40191805408,98457.42232278407,98933.86377611762,98560.3981019294,98739.87667240757,91220.42209845445,98427.8098733035,98812.3858556727,103047.5696716006,100424.9613730575,99831.73237743291,100826.98592148334,100616.16582025622,100752.51727638979,96040.80321030259,98738.82190289206,99172.76383463517,100207.29673440756,101734.45741857376,98552.89205343649
2022-05-04,99695.71670235928,97494.62991204439,96765.87697052941,97984.46148875979,96388.17088345705,97812.67202869897,96450.52962269957,97400.55973428143,89058.79001832541,96441.46047342937,98130.74098319789,100867.43483718706,98346.2513040738,97842.67894137211,98723.402696425,98472.67227442427,100777.69847638176,94578.31264384887,96685.97573009202,97969.97361025409,99695.71670235928,101714.19656475411,98064.81885492224
2022-05-05,99506.79559494011,97743.55382024385,97013.14359589313,98177.64219754498,96719.12953036363,98016.25137976564,96738.2778212761,97360.68800290786,88658.54299900994,96865.9998595221,98103.59237313639,100496.8166185361,98670.05151828335,98194.79815116656,99007.06363693699,98808.29276674645,100802.88596994185,94296.26129297532,96994.64601044176,98156.21943662694,99506.79559494011,101567.1138156375,97973.94679137686
2022-05-06,99375.4488313974,96866.98616334384,96124.45666873596,97629.42558197238,95756.48439028228,97490.96563010893,95810.60784665572,97376.70686595286,88514.18168140517,95899.95842715615,97974.94517660263,101098.22386574897,97765.22437591708,97309.50540597581,98062.21988591464,97923.94783586077,100828.07975864301,93988.59229388424,96107.08497181711,97614.71356420605,99375.4488313974,101592.4986087398,97837.66536847099
2022-05-09,99278.18496964169,96101.83840992188,95357.58669693138,97263.42449674362,95164.46170534789,97200.31478047161,95107.58915691718,96455.257198813,87136.37864244345,95341.17887354172,97345.64753025987,98706.17775802837,97088.83215197173,96645.40412968247,97438.40616154502,97182.68616468768,100853.27984405863,93472.27044000088,95424.24206194244,97233.5676575064,99278.18496964169,101617.8897462945,97579.48483293055
2022-05-10,99536.30035516804,96211.2975717684,95473.44743786455,97340.64098723429,95438.78268229497,97345.5397678759,95193.42316814706,96420.56859545111,86785.75180207468,95770.58470643593,97487.71610396034,97382.77241158881,97166.2735111524,96736.18892857413,97525.81230153675,97236.81930334627,100878.48622776249,93730.50323295522,95577.72703738011,97371.44095794746,99536.30035516804,101643.28722988731,97474.8474349907
2022-05-11,99496.80036049781,95650.45968777343,94920.72852782693,96982.80027386907,94715.01520754557,96954.79421855322,94568.83668705694,96104.97670265724,86380.70341252413,95007.87442749241,97416.76835425298,96136.90614186354,96592.46451275429,96138.91081269002,96960.98579825282,96677.49692732001,100903.69891132871,93535.8788017921,94969.5556605519,97023.7733160797,99496.80036049781,101668.69106110428,97307.53154367929
2022-05-12,99428.52336596527,93978.59816499114,93243.03403182092,96046.83497453367,93257.33477250225,96137.71131195776,92936.49420346394,95922.41027107807,84545.34403900542,93734.8073293804,97215.78136102899,94685.22598254753,94889.07016511065,94580.86106558125,95340.86741625176,94745.4820134989,100928.91789633175,92667.70830049606,93397.47697024672,96125.81525139917,99428.52336596527,101694.10124153188,97226.86825604625
2022-05-13,99655.47083784248,93712.70039973347,92960.73003877472,95942.40201131317,93498.61181485656,96234.14248926273,92775.03603726326,96375.72983426397,83948.58020620477,94298.69061736685,97710.85853772305,96236.59362798026,94561.01262435605,94545.11248964466,94983.57393154233,94154.35145188114,100954.14318434663,91683.20919363362,93293.49702429652,96097.14662910505,99655.47083784248,101719.51777275701,97251.16828626217
2022-05-16,99763.7853556832,93912.24676926943,93180.15236417904,96060.26054017966,93540.86621688027,96282.72477513757,92937.14102153377,96299.1988516818,84175.57625130848,94208.23686170892,97662.8741531239,95318.70652689574,94741.17076375516,94624.7145041744,95174.00007365085,94424.79771344025,100979.37477694858,91491.56628388273,93438.86745548445,96198.84707025623,99763.7853556832,101744.94065636686,97263.2010118847
2022-05-17,99889.0787373227,96328.43560741101,95581.17173563398,97438.70926788654,95784.62491040562,97538.58469620507,95311.51972763552,96848.40823641192,86807.53490261604,96408.75418320094,98204.98918012217,99223.90629306705,97177.33473111918,96894.61670901209,97496.48035606214,97140.90712828336,101004.61267571336,92748.9061281378,95754.18691197452,97548.4613448375,99889.0787373227,101770.36989394916,97387.86941941778
2022-05-18,100083.20303497171,96092.77103410309,95343.91516736077,97292.50890680269,95759.57615844163,97486.80169046507,95085.95358874509,97123.76655900573,86227.37855395439,96663.82479626515,98292.75915338748,99757.4334050134,96882.49928727045,96774.65115531634,97156.89810780424,96715.94859869083,101029.85688221708,92853.25808106145,95600.80222613491,97485.01096843927,100083.20303497171,101795.80548709194,97566.20252490827
2022-05-19,99991.349468871,94169.79900889004,93405.32400463533,96116.06061119164,93852.86096752767,96440.1600299021,93144.72904292184,97384.27277392609,84950.49856277349,94830.46339518222,98317.32558302028,100579.75020404694,94827.55591834505,94771.74303488745,95127.07152405038,94583.85319609729,101055.10739803627,91664.26603109173,93720.27414329762,96332.15866148613,99991.349468871,101789.57591736416,97822.24263291161
2022-05-20,100403.07398352111,96634.40206968557,95879.24095992105,97533.40442081519,96155.67701534565,97722.74241789721,95597.43721572515,97633.10652680807,87682.11608999006,96960.53330704533,98341.89815257097,103849.83282542512,97361.7322150314,97410.74579873239,97484.31516108716,97190.13568527476,101080.3642247478,93021.96414683072,96083.3919549373,97723.94785118998,100403.07398352111,102261.325357817,98233.4250200346
2022-05-23,100413.66341768092,96757.02867237202,96003.14845515406,97698.62947821851,96502.9541725707,97938.49340475563,95770.0662664058,97854.08548928348,87145.06893470447,97429.16346868893,98352.30832353495,102408.77929161245,97590.8275609418,97766.10349588448,97653.79194511316,97352.58724182783,101105.6273639289,92956.176619942,96283.77229933036,97906.39437687218,100413.66341768092,102302.86393437753,98231.07471863857
2022-05-24,100036.77013162673,95980.71031116186,95248.0563780908,97235.0500846383,95441.95817108398,97382.7597014272,94982.8958581209,97617.47235805477,86718.62949684718,96099.03004289954,98406.95855015934,101748.62237849139,96819.76556629369,96979.38215291641,96931.08899723533,96548.8255487294,101130.89681715732,92537.5169388175,95413.72430437729,97372.59339303993,100036.77013162673,101842.32384943037,97879.94623508894
2022-05-25,100086.77690860884,95581.40505497465,94839.81653543298,96900.25754936817,94825.55390963683,97040.8946411764,94482.3976095939,97599.33354076218,86996.08305476657,95474.21478633586,98415.23444757776,102123.72945667095,96296.51725996833,96495.79138422868,96439.35806013459,95954.40233554179,101156.17258601115,92092.01853819538,94959.80128437994,97086.22745654426,100086.77690860884,101867.77742611335,97874.48735738866
2022-05-26,100057.86770985633,96425.40382795448,95709.26108056214,97372.114940735,95396.61562535947,97370.04309169178,95264.52098378663,97553.3340778588,87524.32374301225,95921.51329232646,98347.24636874074,101860.76861697502,97047.7177768523,97245.00957954087,97348.15014019824,96549.99361081784,101181.45467206878,92799.21863202273,95703.02383879643,97511.32589547668,100057.86770985633,101893.23736443989,97898.94924783945
2022-05-27,100361.22617616405,97373.74792045653,96674.27722057063,97989.03552848197,96502.35784163706,97993.79031983197,96283.35716729368,97761.60483011059,87341.15164095807,97146.98767946857,98312.00544491949,102162.81755716108,98049.87244124472,98380.65116532019,98354.96401867096,97414.00213974307,101206.74307690916,92943.28547632723,96713.3863372265,98123.85987142492,100361.22617616405,101918.703666,97895.17436429359
2022-05-30,100429.51073030954,99200.52775613668,98496.73806342979,99122.61779353397,98378.09745307059,99056.73541691861,98169.02115042068,97851.60575984635,89045.48236752862,98913.16727522165,98336.57668480155,103623.30553748658,100040.36977713056,100403.10946118842,100218.14295024742,99499.85691995591,101232.03780211152,94114.1091508186,98517.68022263421,99215.70508699249,100429.51073030954,101856.63348246184,97976.95360794752
