,Breakout_20,BuyHold,EqualWeight,EqualWeight+Regime,HRP,HRP+Regime,InverseVol,MA_20_50,MaxSharpe,MinVariance,MomentumPullback,MomentumTilt,PPO_ensemble,PPO_s0,PPO_s1,PPO_s2,RSI_35_60,Random,RiskParity,RiskParity+Regime,Selected_OOS,Sentiment_Momentum,VIX_Regime_Mom
2022-09-01,102996.1913060345,106595.44043394414,105985.14799250122,104669.0487979874,106559.78270882844,105422.7772472876,105384.76245974764,101835.25983568089,97137.45889422845,106839.33322408545,100428.50324168311,119174.34316421495,106299.46973433974,106231.43989969502,107088.52700982639,105578.44229349802,102889.82809369339,97689.5596045114,105796.37436399271,104707.42631263554,102996.1913060345,98772.31233654526,102298.71309919769
2022-09-02,103212.83205886242,106902.92326593371,106278.89535079853,104886.8848489337,106895.8461685116,105682.79075423,105673.77371559043,101824.09659160978,98327.43911989106,107216.03488680543,100425.26605517723,119955.81992971091,106539.91118840789,106430.40783513366,107348.45900946089,105840.86672062927,102915.54347439455,97938.77454954207,106096.43318005941,104919.33599380599,103212.83205886242,98979.38027329897,102339.42132556163
2022-09-05,103496.54350770196,107771.38170191868,107135.48414130695,105582.98248269773,107698.89754035027,106325.93393436361,106529.09504001206,102173.23675552261,99853.51495818562,108013.89754331576,100577.33819921309,121035.39977958413,107308.52401223902,107188.02712131443,108178.73186157465,106558.81305382817,102941.26528217232,98391.15039317308,106925.94254043075,105601.59693109401,103496.54350770196,99004.11831098887,102529.95288219875
2022-09-06,103822.93019634055,107833.94617410112,107194.0338709086,105655.08675574111,107753.20617252639,106407.89080905919,106589.46208980668,102334.42416358611,99763.52558148332,108046.4617820369,100593.67227223694,120769.88447166896,107339.6438906396,107205.29869638495,108307.64128525871,106505.99169027542,102966.99351863298,98261.4762009865,106965.89969858146,105673.65553598295,103822.93019634055,99028.86253148686,102752.84100479189
2022-09-07,103727.58958410699,107394.52717449749,106759.5427391125,105321.51880484779,107361.61673060476,106099.64727957058,106168.05580375093,102040.68481749458,99283.11784037799,107700.51871018813,100527.52511145925,120126.57628259865,106994.23140040031,106994.57902411967,107909.9003667736,106078.21481030787,102992.72818538325,98145.48577956366,106546.26424929476,105360.65511937036,103727.58958410699,99053.61293633818,102529.74829214107
2022-09-08,103993.63904305454,108719.9523398998,108084.33401866992,106395.68426997561,108615.81735549193,107096.59604646797,107463.25435572883,102755.07468720413,100775.95964259234,108865.81628313323,100607.90746034074,121838.002922356,108222.88424165407,108027.93513948648,109186.56651242958,107454.1510730463,103018.46928403033,98814.86773509282,107837.81420776417,106383.6828398101,103993.63904305454,99078.36952708845,103079.19043142551
2022-09-09,103940.97018437243,109094.5545561234,108468.22609951963,106725.7379365903,108977.81601231323,107374.44389723576,107823.55054364787,103082.39333031762,100905.6798943843,109179.29972186104,100612.77830452994,122013.91823617778,108623.87353997999,108487.66674893947,109567.64108134015,107816.31278966053,103044.21681618172,98875.70003786095,108228.49006476907,106714.46117079748,103940.97018437243,99015.1566391461,103214.75091988321
2022-09-12,104042.46201937244,109558.42104247987,108955.42564674685,107150.64702912254,109387.59274261001,107713.30740939746,108306.91671863824,103319.0020385965,101153.31747515628,109463.39651664751,100706.79291873823,122294.50410885147,109091.81385177138,108967.28279718287,110069.15425438166,108239.00450374982,103069.97078344527,99136.34378447058,108677.41779692877,107120.19317664827,104042.46201937244,99205.62767056521,103271.27027379553
2022-09-13,104328.68087145341,110397.56772921814,109813.64008837636,107849.89451907334,110258.5258118006,108420.7330921174,109159.53818349021,103799.43768862741,102173.16742886152,110242.19898320806,100801.97357261136,123317.2789730162,109840.72931569722,109532.9842129924,110871.35265132053,109117.85108277883,103095.73118742942,99344.99840395288,109523.98766308911,107797.728283983,104328.68087145341,99861.52044055407,103654.72648832588
2022-09-14,104619.91162145945,109884.38109102094,109207.37995301877,107257.52752589306,109526.78334126038,107846.86279147398,108515.89656667777,103316.43087210951,102530.32692347663,109609.52868530493,99899.26830931063,123578.79843172124,109128.93327760605,108573.69260089069,110140.44744509351,108672.659786834,103121.49802974293,98428.39940245445,108899.68574729125,107200.55349266446,104619.91162145945,99741.7877185521,103635.281726373
2022-09-15,104573.49072047453,109252.45138754409,108704.11008447039,106833.59518319229,109033.98892721825,107459.58322659259,108010.63548397958,102842.70003672977,102266.03942824785,109206.69482708132,99781.9182563224,123404.68907190257,108553.05125533987,107880.31551187807,109631.35874840924,108147.47950573245,103147.27131199487,98058.45987706343,108388.00777713106,106766.99650079774,104573.49072047453,99268.59001914691,103248.1696112788
2022-09-19,104599.6269010373,109124.4135893087,108731.27863578779,106860.29623443041,109061.2399255587,107486.44073178877,108037.6307143411,102749.74643540176,102291.59890468417,109233.98899001877,99778.18961729767,123435.5317569239,109004.30495722505,108288.95962144344,110151.43864626695,108573.4861031715,103173.05103579482,98014.72891454071,108415.09732461181,106793.68090694564,104599.6269010373,99293.40033938273,103273.97455271421
2022-09-20,104595.47549879995,109792.32525001549,108758.45397737452,106887.00395909495,109088.49773477453,107513.3049495141,108064.63269165359,103349.79376083452,102317.16476923173,109261.28997461977,100008.60206296218,123466.38215049525,109639.44375029589,108953.99139357304,110773.7138032791,109191.25226929234,103198.83720275262,98333.27980255455,108442.19364261633,106820.37198235984,104595.47549879995,99318.21686049222,103299.78594361016
2022-09-21,104674.71648817685,109470.88922835229,108785.63611092762,106913.71835885382,109115.762356568,107540.17588144627,108091.64141760333,103089.67387763284,102342.73702348713,109288.59778258928,99839.69442586908,123497.24025454326,109310.82632367566,108720.87387318195,110390.50605969066,108820.79908644973,103224.62981447873,98413.8590188435,108469.29673283678,106847.06972870717,104674.71648817685,99343.03958402525,103236.54066470529
2022-09-22,104826.62295637542,109336.00824974445,108812.82503814464,106940.43943537532,109143.03379264177,107567.05352926334,108118.656893877,102756.13403378423,102368.31566904734,109315.91241563267,99851.04575647876,123528.10607099498,109217.93938391648,108743.44078032856,110253.89585954182,108655.31775294998,103250.42887258387,98184.09642124356,108496.40659696575,106873.77414765493,104826.62295637542,99367.86851153194,102991.23864464846
2022-09-23,104410.220674325,107878.08009903817,108840.02076072355,106967.1671903282,109170.31204469893,107593.93789464384,108145.67912216175,101518.88181352982,102393.90070750973,109343.23387545574,99708.83763635576,123558.979601778,107867.06022353684,107428.24432130773,108879.9176415596,107291.65629125891,103276.23437867919,97705.68321617878,108523.52323669624,106900.48524087084,104410.220674325,99320.30166481397,102089.2253285639
2022-09-26,103568.51226566292,106471.37245119436,108867.22328036267,106993.90162538158,109197.59711444304,107620.8289792667,108172.7081041451,100142.43681837214,102419.49214047212,109370.56216376471,99531.92875660263,123589.86084882036,106516.0468060488,106042.13428912978,107449.16683458081,106054.68691489381,103302.04633437622,97408.186312799,108550.64665372172,106927.20301002296,103568.51226566292,98240.27797366971,101061.80790892772
2022-09-27,103785.73858053182,106572.63104685985,108894.43259876083,107020.64274220506,109224.88900357804,107647.72678481127,108199.74384151501,99985.18449542216,102445.08996953268,109397.89728226623,99262.24157388552,123620.7498140506,106637.95792527984,106183.20210276495,107583.22130128462,106145.39665115337,103327.86474128699,97346.30061022477,108577.77684973602,106953.92745677986,103785.73858053182,98264.83128661705,101087.06641030611
2022-09-28,103596.21795218872,105710.32784632844,108921.64871761727,107047.39054246861,109252.1877138083,107674.6313129573,108226.78633595984,99392.83576912503,102470.69419629,109425.23923266739,99039.19825540806,123651.64649939774,105780.31548076014,105220.15811536585,106749.88983411215,105369.56332441558,103353.68960102374,96618.48532197828,108604.91382643342,106980.65858281043,103596.21795218872,98289.39073620393,101112.33122457268
2022-09-29,103840.75528034777,105624.91474786655,108948.87163863161,107074.14502784262,109279.49324683861,107701.54256538498,108253.83558916842,99522.74346345708,102496.30482234307,109452.58801667568,99016.28533388382,123682.5509067913,105720.06159660874,105216.24145557651,106692.62625249905,105249.89189527337,103379.52091519935,96563.14089377505,108632.05758550862,107007.39638978404,103840.75528034777,98313.95632396416,101137.6023533052
2022-09-30,103848.11890721024,107237.10364919607,108828.40701079444,107036.42973879597,109151.37333342535,107655.27304677134,108125.10293231955,100130.64035340578,102369.20351064535,109325.4980714725,99454.24651795061,123537.44903157819,107382.41826835113,106691.96922787925,108568.29766002679,106888.66314716187,103405.35868542691,97181.10770000615,108506.33969825742,106960.46927875422,103848.11890721024,98338.52805143176,101162.87979808188
2022-10-03,103568.89290661704,105922.99339471682,107586.30476204188,106519.84472313014,107799.11940837136,107023.17462399755,106796.90995338702,99813.87485520013,100141.26070622183,107960.12080683361,99257.3036229364,121801.38629257234,106182.3754052698,105360.36341492394,107457.24143359272,105732.90662514132,103431.20291332003,96391.41741283775,107212.894587818,106355.22357884371,103568.89290661704,98363.10592014132,101188.16356048126
2022-10-04,103831.8155197818,108239.82082764026,109854.41605316135,107512.16037141473,110122.49775887966,108137.78909830771,109202.27082126426,100417.85408200958,102654.23083377772,110229.20559860469,99720.92338748409,124294.13570007363,108429.21132962815,107703.13453532074,109664.99903739299,107921.78258725209,103457.05360049268,97699.71519600897,109549.25819053066,107492.53565161901,103831.8155197818,98362.58828824469,101213.45364208234
2022-10-06,103398.13838133804,108529.45230268469,110208.39524181161,107677.65170134931,110056.37941790148,108104.23741482833,109477.08360495507,100481.04842396069,103903.61594444768,109733.00650607682,99841.89844899988,124801.78677491428,108666.08812255609,107938.15960696127,109870.53511303948,108191.39671870992,103482.91074855922,97743.51436059033,109758.42221294265,107593.04273112478,103398.13838133804,97975.65778109494,101238.7500444645
2022-10-07,103402.93360031891,108207.36488732538,109893.39071743454,107557.06695856215,109694.22050002622,107939.50437227415,109112.07069696678,100479.18183897006,103210.09651906841,109252.2483873512,99726.38790754032,124544.50624255871,108329.79529192306,107601.68281335312,109568.59508553296,107821.45085078971,103508.77435913439,97471.62824214602,109394.47156076343,107433.96319766954,103402.93360031891,97844.06244841723,101220.45945804792
2022-10-10,103417.24125518596,107965.50768887378,109625.7175818922,107421.21959214144,109490.23491487063,107857.6318968523,108893.99069017662,100242.29923351738,101600.04802297644,109055.32725797084,99719.1224369909,123955.32747642555,108056.4817586351,107280.59832176313,109257.76443483704,107633.07683864895,103534.64443383347,97340.20062563014,109170.83367861273,107334.5311862618,103417.24125518596,97800.8334975583,100954.21830345869
2022-10-11,103294.07764558059,106436.73804745433,108181.19644501663,106828.14800520896,107936.48525762025,107149.06476808357,107359.50581740357,99691.49250063514,100980.61973869077,107637.60082199445,99560.30648561649,122490.43348869697,106575.54145998253,105757.62722846876,107787.4855549829,106183.97615141624,103560.52097427197,96328.77619492813,107669.89781712717,106629.71134188646,103294.07764558059,97162.41903242687,100649.33617818746
2022-10-12,103259.7320455718,107185.27428928009,108907.77682317489,107143.07156502847,108722.46735911863,107545.82682917404,108142.06132267426,100076.96028708456,101900.27110194153,108412.77337755219,99792.42348320932,123307.52325760204,107303.78214371558,106510.68427600319,108522.3442005328,106880.70153797719,103586.40398206591,96650.67500981835,108418.88187720595,107005.09648519874,103259.7320455718,97362.34177203229,100674.4915900012
2022-10-13,103202.27763172418,106215.10197991575,107963.21056627203,106732.95967528534,107821.4155898418,107130.05822407082,107170.20678347594,99692.2981496532,101252.38728696271,107784.55075228166,99491.66971684893,121714.56062238663,106355.9501122017,105580.7943270428,107557.08689773036,105932.21439178984,103612.29345883167,96336.90586082292,107516.136974301,106585.08014880074,103202.27763172418,97309.4814614358,100699.65328893781
2022-10-14,103189.84214543938,107503.38537179749,109193.00714707279,107299.57030845698,109006.90782966462,107696.60277371272,108422.59735236975,99971.95897471723,102425.82783836943,108390.48248834231,99728.12288843872,123104.6847643612,107600.567553857,106882.12304751272,108838.2480909976,107083.74454235625,103638.18940618605,97268.02384415989,108696.35738143002,107149.90089612479,103189.84214543938,97333.80213927128,100724.82127656865
2022-10-17,103199.38402065459,108284.07031397753,109992.87006720073,107680.47315965388,109639.44386428448,107997.65473956784,109219.30543159448,100051.16787535821,102732.87227382859,108896.3741514352,99753.11933288691,123743.88178113585,108347.49865860354,107618.44637165156,109522.03954298719,107903.48285520328,103664.09182574625,97680.80584401377,109473.96755927152,107530.90073226515,103199.38402065459,97318.57709407159,100749.9955544654
2022-10-18,103505.39576416819,109846.15502360009,111564.10242019205,108405.11483120512,111111.65359590518,108701.61935462701,110813.38571435564,100581.93347960558,105030.6848050608,110310.67298239405,100215.6188609045,125926.22232190089,109899.40954301633,109125.00851843266,110962.26907075549,109610.79203894617,103690.00071912988,98645.3493421992,111042.98942311222,108297.96759541282,103505.39576416819,97631.88984406776,100747.0546754649
2022-10-19,103345.42411722905,109747.00848095817,111506.2782720008,108419.41041571465,111060.5765605835,108688.51518272265,110720.06117864836,100713.99064702656,106488.41787259167,110568.02469556524,100151.70206425879,125706.54441752391,109849.21297118509,109087.42258024169,110892.22254810165,109567.54240113925,103715.91608795496,98445.05218506316,111006.74375949772,108304.271131184,103345.42411722905,97262.07900567328,100520.71617249402
2022-10-20,103678.43758223149,110230.72084821493,111953.08401306203,108621.37016015637,111649.3003913071,108979.0655456697,111219.87800052695,101025.62110657824,107299.99326644104,111324.64863318,100176.7331017692,126127.11270780614,110291.74070333056,109531.34700042712,111301.95305838788,110040.95700216225,103741.83793383991,98736.01158339075,111539.32233286074,108570.4716679053,103678.43758223149,97604.25806366694,100781.58402223565
2022-10-21,103679.76265699763,110299.92053533373,111961.79751359104,108635.1394062125,111742.64393943353,109036.1605038216,111262.33544547328,101179.6568499578,106595.58308114068,111456.53812157238,100201.77039531746,126551.80091401987,110331.37761668029,109598.74308421079,111324.87004364403,110069.25368335059,103767.76625840351,98621.33789057253,111572.21345169815,108599.65599649772,103679.76265699763,97483.25928677741,100818.37814691283
2022-10-24,103978.79704667197,111079.56090982587,112822.39831975866,109064.35763642465,112236.11359135495,109269.72557404726,112064.22770996083,101012.31322048603,107484.63380821176,111512.76947849881,100226.81394646715,127696.40805320755,111120.47254226003,110334.05064704092,112075.00996822852,110950.57870833014,103793.70106326502,98783.71531696233,112306.13826225104,108960.88751730733,103978.79704667197,98438.22636055476,100938.8692895377
2022-10-25,103966.45008312621,110943.3455488182,112745.5426693298,109060.5576422941,111906.00549662887,109127.62995559748,111921.91557939992,100730.41803701923,107105.57020156368,110725.48256449304,100251.86375678223,127926.2741803531,111009.74531945342,110162.93172085728,111913.32032955221,110950.68196566965,103819.64235004404,98731.89812457461,112107.11523076767,108869.18055935604,103966.45008312621,98098.02151358467,100645.10419442265
2022-10-27,104240.93578508498,111439.58967097895,113204.30375051513,109279.77627254147,112438.74092189374,109387.92281159034,112396.00809833533,100976.56919849598,106995.85118438359,111136.21848705459,100276.91982782708,128538.29151552329,111472.88525801885,110639.17886565941,112355.01863958992,111421.76427288371,103845.59012036068,98859.23775013651,112577.83788408955,109107.61636911021,104240.93578508498,98475.8919558373,100829.12117683615
2022-10-28,103942.5345573164,111422.00607396329,113212.48137227335,109283.12320053494,112452.83104399912,109404.61450508125,112387.53007893896,100982.5620122179,106698.20168901616,111266.48553446172,100301.98216116644,128002.64740086149,111431.00457359207,110565.26071690858,112329.4397759527,111395.9254939031,103871.5443758353,98988.10656142472,112591.39440528312,109137.53880036937,103942.5345573164,98452.74124830491,100832.47226995407
2022-10-31,105012.03566157322,112798.31446632378,114529.11210000109,109835.63974268928,113888.02398019555,110070.18751508386,113778.4785137039,101334.78811505203,107434.28163952203,112500.50868780492,100327.05075836545,129448.65651093252,112761.12425547291,111901.62180044292,113660.30122503535,112718.8573400486,103897.50511808875,99862.79495898988,113937.59834300671,109766.84765903022,105012.03566157322,99562.14490010077,101163.79114559933
2022-11-01,105595.66145408165,113522.46395874425,115211.98183994296,110318.05987601717,114670.3309867313,110618.89761433871,114536.52373324792,101444.32852486678,107709.24274073323,113271.25086155729,100352.12562098965,129822.07148966733,113435.0362953372,112598.99098068746,114314.2344951845,113388.86155082347,103923.47234874233,100193.19599647025,114708.2311845651,110250.33300383996,105595.66145408165,100117.69097543291,101268.45169905681
2022-11-02,105175.27249303246,112903.03143489377,114616.8707241098,109918.23357186535,114037.14154129363,110222.21766769236,113932.5459630923,101050.57133683741,108612.26069220186,112675.1608223379,100377.20675060498,128780.07055974103,112793.46443841934,111987.93054737781,113794.69249928647,112596.4206498655,103949.44606941765,99814.15171293936,114089.88397999278,109857.06133179172,105175.27249303246,99707.34987482622,100885.98073731063
2022-11-03,105207.17163110051,113045.19273837072,114807.68001023903,110064.09003073764,114138.7331806671,110291.24600436765,114070.32575103301,101183.43364117322,108518.23340774469,112827.47203402121,100402.29414877774,129396.38071927676,112953.5930064247,112111.71994440052,113938.92647415615,112808.63385232272,103975.42628173677,99872.93558352519,114239.40438767703,109984.59594527948,105207.17163110051,99749.35941436564,101013.27729408265
2022-11-04,105315.15433148024,113039.02071694034,114855.08018820723,110086.06078041893,114011.3734166401,110217.43514851214,114089.94925161143,101225.14771085758,108451.75481137652,112630.75352939384,100427.38781707463,129484.17898724623,112958.1346462406,112059.40112304386,113936.31369443648,112877.2336703048,104001.41298732212,99825.84537147211,114217.57830136907,109985.3500469396,105315.15433148024,99732.93914332977,101057.9524488852
2022-11-07,106011.67665409585,113835.53155378657,115701.97047014387,110677.83577336276,114654.60808385657,110665.16617335693,114937.47858196117,101777.09624080222,108537.85284495683,113162.6477947678,100452.48775706273,130653.19216113296,113750.3553350929,112770.58860800436,114726.01336839978,113753.05645952788,104027.40618779662,100245.99691842718,115011.93577977567,110542.28338901993,106011.67665409585,99757.86551891066,101606.3154593296
2022-11-09,106018.76890837665,113756.17249299545,115621.2391352199,110638.27943522428,114633.89883811137,110689.82205384414,114850.99931541021,101816.7351173118,110376.36980804056,113248.71771256531,100463.38066444131,130708.48090097005,113617.64969473451,112605.94676556703,114620.7666789673,113625.29870058243,104053.40588478358,100276.04795223061,114956.33423722092,110533.89990538616,106018.76890837665,99782.79812437113,101631.6330082251
2022-11-10,105580.8298865363,113295.1637091166,115136.56285971035,110329.3729254971,114250.22284561188,110428.37427507859,114379.8390472884,101394.79509314366,109253.4267348452,113021.84921387536,100413.99584607549,130168.51444675498,113178.46624193835,112147.62659384616,114107.94547046236,113278.0062036401,104079.41207990666,99936.29427202864,114512.45101687027,110226.30121698524,105580.8298865363,99807.7369612682,101213.63604369476
2022-11-11,107219.17490009333,115041.2303684447,116828.01093930956,111476.66053622321,115992.57475107272,111603.75550994757,116180.73977580387,102193.86219454903,109366.60527556392,114174.01183620821,100424.3251589441,130776.74067301197,114798.06869977289,113797.99450146075,115758.03458430838,114836.45039341539,104105.42477478988,100931.65748076132,116250.39792033567,111384.35138074248,107219.17490009333,99832.68203115932,102012.24372317256
2022-11-14,106597.24065155267,114289.34136786417,116041.43746865398,110932.47185433932,115100.72279168482,110983.96564518263,115397.15800117454,101670.94553202776,106858.34303743766,113010.67937196372,100512.98189686093,129280.54112529996,114064.94691694604,113101.21723287205,115019.24606512,114072.59394644425,104131.4439710578,100454.43813058273,115424.03959577257,110803.87769072285,106597.24065155267,99728.95776651271,101509.67787676444
2022-11-15,106961.27669508058,114782.7769607424,116535.21221379082,111287.36780773534,115456.27597507327,111229.9408007341,115895.9369701622,102107.78253731363,106581.14211946943,113287.19970576715,100699.32135756055,130316.61395468279,114561.9692981425,113623.85211412187,115441.8575191737,114617.2697078297,104157.46967033525,100720.45716454141,115878.9504740989,111145.19530210916,106961.27669508058,100134.38378408321,101905.97749565229
2022-11-16,107151.83829753127,115127.43439100632,116860.29173890842,111520.7998738792,115867.92420663287,111510.22891454787,116254.1213721306,102340.57643060345,106383.39355611015,113702.94053208787,100690.02312462639,130648.5627291218,114883.14403885456,113923.2081048019,115730.07728347353,114992.77804600587,104183.50187424762,100749.62334951595,116244.04474962098,111380.34526512354,107151.83829753127,100357.7963718399,102133.77040465423
2022-11-17,107249.60979584111,115087.91330179806,116838.23822087285,111494.4060932206,115789.37129866958,111457.56246270724,116220.51880816833,102394.38965925098,106366.08122257983,113605.06927507347,100700.36866317703,131212.42610013767,114880.46003122245,113906.56227947761,115690.86181390542,115040.12783669353,104209.54058442058,100617.23865040715,116164.57417548558,111357.97102638034,107249.60979584111,100304.75535782913,102200.65846108912
2022-11-18,107207.10954155608,115019.42419326406,116771.26421310863,111463.6868600168,115645.65734815421,111357.07263392705,116136.04608712642,102236.10610827547,105507.62499702915,113337.93435998795,100642.10904838081,130674.09829911916,114807.6992341001,113874.33246723018,115657.09644381687,114888.27896254188,104235.58580248027,100610.64967191033,116081.87819395312,111296.45475508689,107207.10954155608,100329.82464813658,102133.70320051612
2022-11-21,106737.3683842353,114342.96128073933,116090.75041865438,111018.19205352443,115046.59290576688,110942.58032268898,115411.66456486934,101597.9967402676,104737.88680129086,112956.02965434668,100547.25911888595,130680.37377690164,114118.2765771001,113167.8762425852,114967.17496984785,114216.52739651933,104261.6375300532,99898.24195350635,115399.5882435777,110853.98657833197,106737.3683842353,100354.90020404245,101577.82613956736
2022-11-22,107051.20903595298,114856.5029726824,116594.62652621136,111365.76414808819,115592.67724051703,111327.46381659959,115942.76058271602,102005.4711332144,105480.11644487134,113474.47167927862,100633.30664172763,131033.45916043056,114615.3519816015,113698.9970328777,115454.48544954733,114689.03139600126,104287.69576876624,99925.8428470378,115932.29137859633,111211.37663459458,107051.20903595298,100379.98202711271,101891.46724086926
2022-11-23,107098.6990248679,114888.28331493567,116641.76534140213,111410.22929442037,115507.41762097803,111279.66200280683,115982.50131866394,102059.41329456418,105283.62180044268,113259.98023093076,100627.11504141409,131090.1116505566,114673.002288847,113715.36530459087,115532.1515977381,114768.31241408322,104313.76052024681,99852.90782364183,115935.01119486179,111231.5755703132,107098.6990248679,100405.07011891373,101980.46597321899
2022-11-24,107831.04838681714,116319.31711341576,118034.76464605391,112371.66581727023,116959.93585024544,112266.3245594045,117449.43610160923,103155.95166952843,105625.89584192733,114528.16811569409,100729.92724967505,132126.7417837475,115989.33622278633,115037.96925210037,116887.59803612927,116039.58051185889,104339.83178612267,100684.97026390275,117390.05473618941,112198.95255800227,107831.04838681714,100430.16448101222,103045.28099618373
2022-11-25,107823.04750135838,116329.0989661109,118054.21331461372,112375.65057714538,116940.62723842383,112254.86724371112,117445.84869395151,103206.934218542,105480.2449582498,114400.82836994738,100862.60499784339,131867.7286048968,115971.76515992278,115021.52323518864,116850.35584974202,116040.289120498,104365.90956802187,100660.85737275523,117386.0149276281,112202.47558762273,107823.04750135838,100329.72831968505,102975.42310231025
2022-11-28,107755.77593007943,116407.57351562342,118191.44900193838,112461.10664144851,116850.41872569936,112203.3512044591,117539.13628298938,103308.28988827585,105245.60248397107,114267.44904934472,100862.04279484498,131594.96174635962,116075.00553433062,115103.2965506144,116927.24087074271,116191.03288065309,104391.99386757305,100455.31560504448,117446.03402880671,112273.99971916196,107755.77593007943,100461.789272773,103138.8696763319
2022-11-29,107800.89593304842,116994.1891431206,118772.14879732454,112901.57959240445,117637.3135294609,112747.35016117895,118129.57327038528,103428.30058170338,105812.9175324319,115390.56852623686,100887.25136868386,131738.08211999666,116635.11130856525,115676.11052350208,117496.24675369849,116729.5354372768,104418.08468640517,100694.57231094765,118153.90490650162,112724.20414056235,107800.89593304842,100822.43197736848,103196.36593780149
2022-11-30,108133.04747589715,117572.45041703466,119338.31912937496,113251.06660413375,118305.31351505542,113139.46985248846,118685.23653670291,103756.60650546261,105376.97960702999,116008.02517886202,100897.33465979538,132300.90220550384,117131.9432360653,116146.97553822599,118017.0614840708,117228.66596796789,104444.18202614755,100970.04274504684,118735.60015148322,113091.0549038717,108133.04747589715,101217.02605251416,103595.00664698142
2022-12-01,108536.85449557546,118045.21661122634,119793.91895222863,113686.60395336994,118775.80920401418,113570.00452516963,119200.7585803158,104266.732757555,105011.8530961072,116276.92268887172,100891.56600257927,132989.0662363317,117583.52005213681,116592.22188286751,118491.68900026758,117663.7825822594,104470.28588843004,100922.14219666888,119213.70362774206,113467.02859442131,108536.85449557546,101242.32334775318,104119.69323639204
2022-12-02,107971.43411989954,117202.06818744949,118967.94329643676,112884.94782206173,117828.7757184006,112737.196945856,118324.63392705079,103699.91984107254,104224.58262869593,115300.20166607849,100916.78195518961,132194.14958933488,116783.3141729421,115771.49439492953,117677.18388541897,116898.3746960468,104496.39627488276,100496.90645561866,118316.28557954286,112698.11574559807,107971.43411989954,101267.6269655762,103626.0932969638
2022-12-05,107954.07008654301,117221.99420999497,118985.52281439092,112904.37062835348,117764.86343259436,112642.58515355432,118339.6268473222,103701.52328223888,104180.88614232095,115071.75346547109,100942.0042100538,132274.8121325665,116832.04082458292,115785.71174621875,117711.66025240296,116995.74621523242,104522.51318713634,100407.95554285613,118303.46790777176,112677.31553709654,107954.07008654301,101292.9369075634,103628.2716649019
2022-12-06,107463.49905147628,116685.71604768692,118466.28210629466,112418.55653410866,117398.58592741788,112295.78099096174,117779.61436436952,103107.17371146289,104088.5232229323,114784.91434394573,100967.23276874707,131265.6734592354,116347.5074272675,115298.54548698952,117283.05604864273,116458.7526001782,104548.63662682178,99740.43832002036,117799.61448180232,112221.77176778298,107463.49905147628,101318.25317529537,103031.45108243647
2022-12-07,107508.92924035125,116888.48846094665,118657.03230182476,112626.39884123999,117842.33938240711,112666.54718367974,117997.0491387247,103125.25226577798,104774.78736779622,115363.08769516501,100963.26636165245,131292.18885378735,116569.45355558675,115517.5775678827,117535.6612054473,116653.34269201892,104574.76659557047,99703.24739906614,118057.68140990727,112438.77131864012,107508.92924035125,101343.57577035319,102917.76235760187
2022-12-08,107819.80268292034,117324.3767773227,119082.25157084878,113034.27081715348,118093.2086836389,112830.69065143785,118388.68290441098,103509.29036372689,104546.10515162839,115074.13629429259,101060.96421978102,131870.29792504123,116968.68051973141,115888.83575781592,117927.9288901262,117087.41297540542,104600.90309501426,100019.48939896708,118364.16381342782,112744.58010314903,107819.80268292034,101368.9046943181,103282.08204986788
2022-12-09,107232.34985650468,116875.11827520806,118680.41435566827,112638.46147814005,117808.74411922884,112589.80272648574,117959.50918152112,103075.80291205193,105253.7523593998,115088.29846021715,101049.96580300694,131244.37200859044,116603.69764144094,115528.87449997569,117579.80661134979,116700.81832621864,104627.04612678537,99702.11564737128,117975.07434038774,112432.66022357019,107232.34985650468,101394.23994877205,102705.79615530888
2022-12-12,107063.55871196605,116733.6348967424,118559.6410260941,112523.51533784726,117737.45617040434,112540.46859524079,117842.52482709501,102945.76242747981,105702.54434022632,115063.26712777863,100956.04102869364,130902.66947043632,116485.97419163973,115409.97139065634,117480.8399795239,116565.79215092755,104653.19569251637,99392.09976749975,117849.83652543693,112333.45246881244,107063.55871196605,101419.58153529713,102616.78476581124
2022-12-13,107170.0495199998,117472.4662340106,119288.27195346694,113212.19361684016,118488.53465010598,113247.24335233094,118613.03388221894,103538.31566483097,106361.29723138381,115824.39248938281,101436.78821112978,131911.73461794693,117195.52252595093,116083.54128848977,118197.05301292185,117304.72724117793,104679.3517938404,99536.79385463241,118614.17994743859,113019.58178838885,107170.0495199998,101358.61519607797,102769.78604410467
2022-12-14,107356.95871167557,117603.88676832254,119424.77360078227,113335.99819306153,118537.60846067933,113279.28762752916,118762.6120503071,103682.88833359448,106079.58356605197,115541.92063910529,101315.20124358118,132112.9864738189,117356.44069961646,116221.35329935554,118336.64472287828,117509.82250075652,104705.5144323908,99323.49255266893,118710.5533221446,113080.57483223054,107356.95871167557,101511.43693102126,102932.78876335896
2022-12-15,106870.86746558914,115997.73030205995,117815.43184096692,111815.59040862827,116915.13424913958,111795.68663168824,117090.13877427772,102499.9104584706,104191.95715209446,114017.88951381446,100729.50845704744,130330.89994397358,115794.6333268407,114720.11414402332,116774.48044637972,115887.88294380266,104731.68360980148,98584.80571667413,117043.46395846811,111595.57172954186,106870.86746558914,100689.85733420019,102303.41925508027
