,Breakout_20,BuyHold,EqualWeight,EqualWeight+Regime,HRP,HRP+Regime,InverseVol,MA_20_50,MaxSharpe,MinVariance,MomentumPullback,MomentumTilt,NIFTY50_Index,PPO_ensemble,PPO_s0,PPO_s1,PPO_s2,RSI_35_60,Random,RiskParity,RiskParity+Regime,Selected_OOS,Sentiment_Momentum,VIX_Regime_Mom
2022-11-29,1079082.0955007114,1175459.5992558824,1185186.7939751055,1133107.0185790686,1179872.5979124769,1129963.5822194468,1179270.7620831048,1034761.7410931502,1059398.0300512807,1146569.1974923494,1006153.5980933465,1318362.1079929562,1118450.8037147222,1154093.046451477,1117839.4813091897,1173104.0303640894,1171396.392406928,1044180.8468640482,1008544.0623051291,1178145.001041671,1128394.1743051128,1079082.0955007114,1005548.9852243633,1029594.3622946433
2022-11-30,1082485.963097166,1181405.0436029513,1191161.9180161897,1137090.5089712215,1186590.7612382192,1134512.4008893284,1185186.0559197254,1038130.8163603764,1055001.6973417029,1152849.4890917335,1006250.3519416612,1323983.805417034,1126879.0403180227,1159283.6618933177,1123263.5200482071,1178443.064325521,1176190.0434934583,1044441.820261472,1011795.4594869814,1184359.4378876498,1132561.5093151913,1082485.963097166,1009906.4849234028,1033605.2832403015
2022-12-01,1086913.3184049472,1186774.3919287054,1196348.3191688783,1141944.0407551064,1191479.0222750937,1139114.7455115616,1190157.9526760895,1043604.1796945785,1051165.4850916963,1156033.2385949222,1006185.0345519033,1330935.7632080293,1130132.0418608582,1163623.0329090918,1127122.8080802502,1183167.3206581788,1180641.7183632087,1044702.8588842971,1011113.8474030637,1188955.1831788244,1136871.6661197385,1086913.3184049472,1010158.8920875855,1039252.8215771017
2022-12-02,1080473.7267222283,1177904.9081850073,1187398.524112234,1133441.3569610538,1181908.4600165328,1130079.6108743418,1181115.7889757974,1037639.0666692568,1043086.5116165166,1146454.312973353,1006436.5116094387,1322447.6210864712,1123139.4671828288,1155813.3241796177,1119272.953244667,1175049.4641514597,1173189.6907771474,1044963.962748824,1006696.2873312326,1179840.803669273,1128288.034523057,1080473.7267222283,1010411.3623361998,1034062.001372096
2022-12-05,1080296.2003055734,1177944.1587784837,1187521.513370468,1133568.3906397813,1180981.1455676726,1129178.8477291574,1181160.3894603872,1037525.2033693092,1042730.2072359477,1144084.5239219544,1006688.0515189429,1323073.4972389035,1123436.9012283143,1156171.0579719208,1119286.5301589137,1175317.6595015042,1173993.6580050786,1045225.1318713599,1005694.5715742607,1179584.2326214246,1128050.7556884661,1080296.2003055734,1010663.8956850127,1034071.2780917042
2022-12-06,1075184.3624560065,1172277.1017868114,1181946.474412725,1128344.634104965,1177198.4652797936,1125577.4467233124,1175761.9274307655,1031263.3023815487,1041845.4621771012,1140717.3982012093,1006939.6542961246,1312912.9671539532,1119934.5713436024,1151362.3940833427,1114821.6796566246,1170851.503260167,1168494.6855473923,1045486.3662682143,998727.1734667714,1174634.434669201,1123314.2950284288,1075184.3624560065,1010916.4921497944,1027743.7188851881
2022-12-07,1076027.4520489518,1174293.7185438839,1184107.6701891967,1130473.8452376039,1181553.7742561125,1129700.4068055544,1178282.2628632083,1031270.9494109662,1048801.5665496406,1146267.5916980503,1006885.5228136904,1312842.9753915204,1114993.5289280247,1153389.1428208055,1117192.310481178,1172872.4740681283,1170166.615310938,1045747.6659557013,998313.6061376168,1177444.1517472132,1125962.5614495797,1076027.4520489518,1011169.15174632,1026507.057822015
2022-12-08,1079150.4851451647,1178684.2598051508,1188510.2811576403,1134647.7055007168,1183723.6764589145,1131720.3654384415,1182271.304076734,1035118.456889999,1046627.6601902602,1143119.0314930624,1007940.1423733421,1318220.8040287176,1117928.0941791649,1157566.3345750065,1121512.9400261934,1176766.72110733,1174469.0774415114,1046009.030950139,1001505.726501075,1180829.696929447,1129095.8601297834,1079150.4851451647,1011421.8744903676,1030071.6417157245
2022-12-09,1072831.5145478586,1173632.7471061388,1183854.4298278976,1130352.8016516983,1180805.9333772366,1129066.5243295494,1178081.0268692104,1030339.2509794198,1053697.0823803016,1143105.8363094395,1007774.7192058424,1311277.7967611554,1111154.8111110022,1153810.6720800684,1117547.3528799433,1173362.2308279946,1170589.1624412588,1046270.4612678499,998136.9270638968,1176955.5607132784,1125546.8883510332,1072831.5145478586,1011674.6603977198,1024011.8544182255
2022-12-12,1071014.8751775264,1172180.4630569553,1182538.569508562,1129134.3156582077,1180198.6597504932,1128529.903367172,1176942.2722650806,1028963.7521006323,1058239.5834447728,1142889.0771397331,1006793.8767516774,1307589.4020711533,1111187.8984486065,1152587.8924201028,1116462.6835019062,1172276.5730717424,1169088.571119563,1046531.9569251604,994746.9986194827,1175793.820070967,1124454.8510396231,1071014.8751775264,1011927.5094841637,1023068.2875678298
2022-12-13,1072065.933157113,1179994.386588427,1190303.6232290014,1136474.778267892,1187943.5284318558,1135910.0031163467,1184636.7578093777,1035161.586464338,1064759.7500605283,1150893.803330342,1011858.2970370018,1317938.1351438127,1117847.0184689362,1159623.198580486,1123117.7252574146,1179285.8640331915,1176535.5933348397,1046793.5179384005,996221.7815378569,1183447.6916898745,1131753.920648476,1072065.933157113,1011278.8274931943,1024583.4347442668
2022-12-14,1073840.7480190608,1181575.8309871566,1191834.0829577073,1137887.0416378279,1188375.6940216888,1136302.407410348,1185873.3405498913,1036541.0608168188,1061844.611628502,1148351.081822549,1010626.9179619771,1319850.8875362442,1120988.907569533,1161082.5473485799,1124471.355244554,1180555.1301363131,1178291.1832513548,1047055.1443239042,994018.3719116504,1184213.0573842407,1132454.0698467384,1073840.7480190608,1012579.9837148577,1026078.6255912951
2022-12-15,1068667.0362754858,1164731.7755969954,1174838.3393186901,1121778.917107509,1171838.1786100105,1120576.9797192712,1169040.3989864725,1023873.8730245131,1042793.3649953065,1132854.649835393,1004373.7457374044,1301045.730755198,1106246.856033029,1145849.102835078,1109811.337969728,1165101.0905945338,1162700.5659380741,1047316.8360980114,986191.53563014,1167483.4486164243,1116559.9012590656,1068667.0362754858,1004099.8876763831,1019404.600346898
2022-12-16,1065721.2294114833,1156254.4030602465,1166285.2597482721,1113707.0187171618,1164017.4680785076,1113130.1304700293,1160486.0963093087,1017488.1359302265,1032052.9002412849,1123820.289741218,1001225.173652045,1290144.5478064318,1097482.1141664335,1137968.37792097,1102532.4610371476,1157443.0876768224,1153983.939989989,1047578.5932770638,980509.4658009701,1159134.1316974722,1108580.6064637678,1065721.2294114833,998867.715885042,1015802.2504077026
2022-12-19,1069595.2919790053,1162987.1137496708,1173343.7609447963,1120517.219724474,1173024.487103479,1121800.2989650685,1167779.4532558937,1021996.1469353309,1046519.4609225801,1135121.007760322,1003494.8929915631,1296940.4638016282,1106580.1933597447,1144107.527866578,1108495.1567474543,1164329.9704338147,1159557.673671532,1047840.4158774086,979217.2810485394,1167094.4414341773,1116233.8058402038,1069595.2919790053,999117.3641161645,1018460.132665705
2022-12-20,1067083.1808564174,1160308.6289192345,1170572.3259943197,1117807.1922362556,1169072.3561984065,1118037.0100520372,1164997.5529372182,1019699.2551640365,1046240.3108940745,1132073.7291903212,1002928.3454345244,1294017.5526231271,1104468.704964258,1141796.9329068393,1106385.7591583258,1161733.1647483723,1157324.4007278932,1048102.3039153964,977740.1236195005,1163997.4861924157,1113302.9161956457,1067083.1808564174,999367.0747421752,1015165.2184686974
2022-12-21,1066082.548270385,1149382.0668201295,1159286.337883717,1107042.405962361,1158596.7607683092,1107972.4183465228,1153779.2219734902,1011509.5731188109,1030105.4503769691,1122147.987881441,999794.3591013271,1280688.3990823298,1093282.9555652956,1131825.5844531378,1096860.9072704227,1151361.9518933138,1147298.2579565821,1048364.2574073828,971563.9913215421,1152850.998404577,1102628.1467453649,1066082.548270385,999616.8477786682,1011189.1949754459
2022-12-22,1063583.4657950958,1145704.096458738,1155436.5061173784,1103351.8012520398,1153899.2481977462,1103501.968849017,1149780.8919403502,1009069.240065714,1023021.4292466937,1117658.6011523828,999443.564637801,1278869.9604864342,1088972.684521919,1128398.9194140916,1093097.2386789403,1148267.927624462,1143897.4494219988,1048626.2763697251,969123.8243932567,1148871.5505006444,1098881.9588621634,1063583.4657950958,999866.6832412421,1008314.2526032116
2022-12-23,1060068.7982722549,1126526.8798545955,1135960.9389080403,1084870.3184235333,1136339.7775682663,1086786.6354986106,1130751.1058163343,994005.6301715268,1006200.7201104847,1103449.0815495483,990576.588832806,1257006.6662297389,1069716.206029161,1111147.423488627,1076132.665336588,1131531.9494777478,1125860.5636593823,1048888.3608187882,959922.4023993978,1130128.6170132274,1081090.0551308407,1060068.7982722549,1000116.5811454993,1004989.356239115
2022-12-26,1060333.7425648256,1141542.516046799,1151420.2876096999,1099566.5110787533,1150237.2565720999,1100096.7604403943,1146056.9147682101,1004892.0042237089,1028844.8579738538,1115601.4922907955,998058.4360077394,1274289.8957325597,1082199.4014537563,1124688.4628977687,1089708.6165732923,1144678.722380618,1139737.1770853356,1049150.5107709381,970720.2560876845,1144950.9963726923,1095267.678477384,1060333.7425648256,1000366.5415070453,1005240.5344593058
2022-12-27,1060598.7530752479,1146501.558125616,1156343.32418125,1104201.1096769418,1153061.1189479544,1102768.9011572544,1150624.284049531,1009680.406606751,1026769.8685759003,1114931.5356419422,998725.2160679058,1281287.890550464,1089270.1185674048,1129099.4965699501,1094071.061971273,1149122.2428961033,1144160.5283535982,1049412.726242547,970356.4915116382,1148951.3781763448,1099020.2026662766,1060598.7530752479,1000616.5643414906,1005345.0639514445
2022-12-28,1060863.8298200709,1143878.6373397168,1153735.2800658313,1101719.949349833,1150448.2129285568,1100290.2501649163,1148052.1141447073,1006970.133926488,1029489.4887056964,1112313.4232934504,998267.0282769123,1277072.7026367718,1088681.351687623,1126670.0010800455,1091956.146363367,1146133.2015932915,1141961.274157619,1049675.007249989,969249.5613150466,1146325.562058456,1096539.955708233,1060863.8298200709,1000866.6496644489,1005493.9381090644
2022-12-29,1061128.9728158498,1150234.6411678428,1160195.4452789463,1107850.8736458335,1155939.9771862987,1105578.0031931063,1154440.4737300742,1012270.8201247002,1033756.3897081395,1118240.3258229545,998891.5229710216,1287525.2366414575,1092796.383972937,1132737.046363971,1097465.046755608,1153067.0336837103,1147742.1830268076,1049937.3538096447,972933.649599466,1152544.3173510616,1102532.5549226345,1061128.9728158498,1001116.7974915382,1006410.400532126
2022-12-30,1061394.1820791422,1141578.7207054328,1151371.076905393,1098680.710416707,1146352.4935755606,1095681.240987586,1145395.767341596,1007258.9888453118,1020053.033388656,1107683.2909168352,998041.1316831618,1275865.271588374,1087648.1350388872,1124978.600873793,1090185.617703808,1145247.6869685592,1139556.3602242603,1050199.7659378971,970814.436437983,1143527.831471016,1093195.1605057467,1061394.1820791422,1001064.333547909,1005693.7866396632
2023-01-02,1061659.4576265104,1146935.2243789695,1156843.209304378,1101486.811202033,1151387.6972854375,1098264.737198745,1150824.3297517141,1008425.2026776737,1023690.3204922458,1112787.7360047319,998289.6476991244,1279355.9065033332,1093183.810883467,1129708.781929434,1094871.550443522,1149932.512879746,1144371.0011312761,1050462.243651134,973143.0349302544,1148918.7653290713,1095958.6715871787,1061659.4576265104,1000900.8360026936,1005528.7875967403
2023-01-03,1061924.7994745206,1147752.7286040152,1157520.8472769163,1101931.8269394096,1152070.8912177654,1098719.996531008,1151601.3108239588,1009036.0749134152,1019837.8341073444,1113860.8078850273,999122.3828046698,1281858.2084486862,1095292.483335328,1130174.068544342,1095173.0594328558,1150722.2819246678,1144684.6647694376,1050724.786965747,972749.7436784069,1149413.1168108054,1096347.7182829161,1061924.7994745206,1001158.6662882986,1005788.0008007669
2023-01-04,1062190.2076397447,1136825.7623071726,1146559.2751331646,1096764.4429438286,1141743.3434520469,1093846.155203018,1141001.0066389858,1005310.0635177523,1007736.7822395336,1106107.3385759466,996482.9354139738,1266735.0356674416,1083902.460692504,1120232.200889309,1085675.5197338392,1140521.5254037734,1134550.594804293,1050987.395898132,967854.2728412339,1138828.0826329044,1091340.3706793513,1062190.2076397447,999906.9910359596,1004655.1052057344
2023-01-05,1062455.682138756,1136191.24131233,1146069.0359285662,1096648.5565853901,1144849.073611721,1095479.8877700712,1140896.646920254,1005697.0683047408,1023074.9215238703,1112184.7373850509,997070.9330387404,1263506.7136366677,1080850.79911892,1119787.2466638994,1085404.9270126158,1139621.8063776148,1134375.2576825747,1051250.0704646893,968826.5745744623,1139603.37146742,1091849.605053256,1062455.682138756,999012.1753750097,1003915.9562947561
2023-01-06,1062721.2229881336,1127833.2431337845,1137806.6897217368,1092773.36198388,1137077.2003880949,1091872.021361834,1132578.7860997228,1004762.1593102394,1024997.4130531518,1103766.29261668,995952.5212645697,1254440.720490541,1072878.980044984,1112184.7117745066,1078317.111710304,1131541.7420967785,1126720.6204061334,1051512.8106818225,966650.9730829528,1131662.6573490298,1088096.5692469159,1062721.2229881336,996140.0339209718,1004166.8662387849
2023-01-09,1062986.8302044608,1147308.096446203,1157416.7765149174,1102436.0154080032,1157296.633256081,1101795.8212584467,1152059.2752232754,1008090.5471571917,1036114.4404889209,1124836.939499755,1000419.9353413426,1273272.0040823608,1087401.7399716214,1129649.4232013258,1095327.1041479341,1149858.7297268435,1143790.319102224,1051775.6165659393,973361.8667763671,1151357.2096487407,1097853.4154446411,1062986.8302044608,996389.0004192017,1004417.8388930429
2023-01-10,1063252.5038043247,1132118.8831656892,1142105.6719496618,1095174.0939259783,1142398.6358748253,1094704.5295322703,1136765.187548187,1003634.9732571188,1019514.2798453913,1109686.5961886565,999633.6728431016,1254954.7575830924,1076165.0689254242,1115128.7808687696,1081887.0905402692,1134946.1971547864,1128553.5091094228,1052038.4881334533,964862.756255929,1136198.7105646653,1090603.0625083158,1063252.5038043247,996638.0291419332,1004371.3993329119
2023-01-11,1063518.243804317,1129507.764873321,1139190.9700415249,1093822.636310472,1137155.4115141868,1092275.3298571545,1133747.7626097372,1006370.3618648226,1013191.9155973106,1100374.481427399,998777.2724059074,1262104.839568503,1075056.6431156797,1111962.2649340206,1079133.4352100664,1132014.2305603619,1124729.5195625583,1052301.4254007796,966381.5868812653,1131897.9627687687,1088641.8867350824,1063518.243804317,996887.1201047184,1002828.8628389803
2023-01-12,1063784.0502210325,1127664.7857734994,1137091.066595724,1092910.907550305,1134715.808709316,1091205.2691470697,1131511.4554666714,1008336.6632730562,1007174.7172199211,1094649.756587518,1000349.2553306695,1264736.9257295644,1072803.8882149605,1109627.710197446,1076237.649652396,1130250.3036162944,1122416.8927076624,1052564.428384339,966107.6291558463,1129114.4259814695,1087427.7312454877,1063784.0502210325,997136.2733231127,1002644.9848595185
2023-01-13,1063886.6544949857,1135100.8199166446,1144602.6817796319,1096715.5186450637,1141401.3653441838,1094570.4547063299,1138928.1135979977,1008291.6860735165,1006268.6509429847,1101370.2125849498,1001694.7662612654,1271295.20069404,1078715.1405406448,1116583.463086046,1082830.7383216736,1137359.2779836648,1129588.642588746,1052827.4971005558,968868.837157455,1136461.8713135403,1091137.9719318158,1063886.6544949857,997385.4888126759,1002574.5320093919
2023-01-16,1065263.431065016,1133216.690511551,1142522.243879781,1095844.4282013157,1139417.860863206,1093732.8894620815,1136889.8591810577,1006755.3532537301,1009896.1615765678,1100140.9856327362,1001799.7972002579,1270258.668440247,1075005.6041374602,1114824.322555083,1080638.8277586987,1136393.4423303236,1127496.4536109397,1053090.6315658593,967844.5618516682,1134366.3178475793,1090257.942164301,1065263.431065016,997634.7665889716,1001902.3299488141
2023-01-17,1066802.827248294,1146083.9253694029,1155523.4847009345,1102279.4597612873,1154199.4247323214,1101019.6854712015,1149791.2379415683,1012201.9903508037,1013555.8693827828,1113043.052015201,1004654.0260475926,1282204.1858330506,1084524.3149098908,1125541.1861409857,1091040.9020313148,1146796.2174466075,1138837.1722366551,1053353.8317966817,975758.763069237,1147384.6623167791,1096758.9353104446,1066802.827248294,997288.0513287104,1008077.3662005691
2023-01-18,1067648.0242714991,1155204.5354547629,1164687.3848124868,1106827.853970635,1164193.4238240104,1105989.3195972403,1158965.1438350682,1016481.2896820127,1020230.5112956385,1121316.0133485312,1005425.6664084084,1293295.8282298094,1091255.4761546494,1133240.683068583,1098179.5171523371,1154354.6353961225,1147249.3396185287,1053617.09780946,977817.310109737,1156367.1621881467,1101278.1063945282,1067648.0242714991,1000093.1446867534,1010647.8868740256
2023-01-19,1066988.5500621896,1151146.118074981,1160459.9415172262,1104892.140379054,1158893.0100004433,1103559.1987588452,1154567.5993417737,1016735.3400951984,1013311.9583956538,1113897.0776277685,1005676.9536761341,1292699.6211432032,1087801.2519735466,1129331.032431522,1094612.8559019594,1150283.847550587,1143147.8184819438,1053880.4296206357,975940.300015868,1151553.3539478192,1099072.1008568204,1066988.5500621896,998047.8337306456,1009856.1773622199
2023-01-20,1060828.1031805403,1144823.240554781,1153949.9353333681,1101808.3207446807,1151558.886927317,1100144.567910427,1148353.9832567442,1016989.4540035147,1019059.2433852555,1106916.750846192,1005928.3037483941,1291161.513611087,1082983.4070916018,1123863.7877678645,1089216.959550393,1144843.2301997663,1137587.4805753112,1054143.8272466525,974619.2533934974,1144671.691950655,1095846.0360214433,1060828.1031805403,993843.6455497371,1005236.9747647401
2023-01-23,1065949.8273736811,1153798.30384862,1163008.1541379015,1106351.318919451,1161658.2192530436,1105159.6734005348,1157501.158886657,1017243.6314228312,1029281.0112585255,1118909.3913880575,1006179.7166408855,1299173.2651199978,1088444.1084371423,1131969.4130797607,1096760.398308624,1153105.9169904506,1146111.2947389681,1054407.290703961,977455.7946159815,1154248.2204676394,1100632.6337026388,1065949.8273736811,998299.6697848004,1004695.5169360578
2023-01-24,1067435.2046491494,1154111.9385042705,1163309.8796231488,1106639.5068444768,1163407.5619524235,1106141.869540416,1158020.5236750715,1017339.9887645323,1031291.0657177623,1122681.0898134005,1006431.192369309,1296874.6835508032,1088429.0900711373,1131885.0268865107,1096766.7039017237,1153170.048697345,1145785.5792206272,1054670.8200090139,977109.1972381617,1155086.0481259532,1101170.222805613,1067435.2046491494,999626.7003640576,1003555.8302518945
2023-01-25,1061653.0705159495,1140862.4809633878,1150122.4587370402,1100457.6589643098,1154813.100552959,1102118.0585655053,1145512.148486681,1017220.4281649026,1026925.2241132907,1120827.0110761498,1006682.7309493691,1268232.3686348326,1074831.3676256079,1119286.0613610926,1085186.7981358385,1140188.7879731068,1132522.3581473737,1054934.4151782684,976928.1838751304,1143769.5060175827,1095820.8245927184,1061653.0705159495,995442.8239635542,1001886.3600300703
2023-01-27,1058448.5059335707,1124553.1534655222,1133755.685258384,1092681.498578341,1145866.0730443464,1097922.9782550628,1130132.5231533481,1014899.9392239697,1037472.9430451895,1119796.5172603354,1006779.1312702427,1238365.6681591677,1057554.262839888,1103585.0447863834,1069985.4623997486,1125297.2071857606,1115521.3797962426,1055198.0762281867,973866.1301551238,1129919.0698562704,1089241.6952127356,1058448.5059335707,992277.0439357861,998875.7167217023
2023-01-30,1057806.4045260188,1122694.1554594634,1131803.2808644832,1091893.9354782316,1142452.3713081311,1096414.3442162154,1128078.9756616862,1015697.7600436233,1033752.2953449138,1117018.4428971894,1004755.7424709663,1235829.071906888,1060233.5158689467,1102076.555456946,1068635.6108389199,1123635.83755777,1114001.336425797,1055461.8031752338,973757.5203239472,1127693.5232780296,1088290.100136302,1057806.4045260188,989247.1376610756,996994.5202995568
2023-01-31,1056642.618940552,1125941.3627355194,1135259.6822588886,1093689.5333165745,1145879.3608164052,1098218.2074281434,1131654.2356782667,1012830.1480084682,1054837.9870995216,1120495.9382073923,1005379.8177992553,1239008.6812692801,1061026.5559925905,1105475.6537103606,1072440.5208822738,1126738.743469017,1117266.9322362288,1055725.5960358798,974325.8862839255,1131466.5879317473,1090222.4359202553,1056642.618940552,989494.3814093043,997243.7003606132
2023-02-01,1064103.3500049482,1131102.2002497846,1139961.2718495466,1096086.7607622088,1154670.146434441,1102555.9888732433,1137274.5187078328,1014578.3740262206,1081921.7258310663,1133929.00331365,1005484.1432528243,1253760.3575726147,1058272.2111335078,1108938.9362252872,1075059.4291291148,1130438.871344421,1121369.3334077671,1055989.4548265983,976606.9572609112,1137384.8426009808,1093222.1254489776,1064103.3500049482,989741.6869514656,997492.9426995475
2023-02-02,1071714.1683856747,1143907.9117076723,1152797.9573579838,1102475.2662547035,1172880.449699992,1111448.1637351927,1151103.822646948,1016400.1690363558,1133375.7073973366,1160257.1451657857,1006906.7987774629,1257809.1197675266,1057917.754229598,1120067.926502492,1084954.9611535352,1142062.938706918,1133275.9472624885,1056253.3795638676,980021.5664758077,1152543.629186832,1100682.289505082,1071714.1683856747,989989.0543030039,997742.2473319249
2023-02-03,1077933.188250061,1158409.1477496456,1167438.7426514917,1109690.6496769213,1186277.9315540919,1118018.0238126705,1165437.1863494294,1017140.4141925724,1139512.9932888083,1170422.4649438576,1008149.6839980999,1277852.3004405946,1072554.6772040683,1133607.817071525,1097490.2502482638,1156421.054830332,1147032.0098605198,1056517.3702641693,986903.2960955489,1166481.1171947361,1107613.80712254,1077933.188250061,990236.4834793675,997991.6142733139
2023-02-06,1075330.5398198892,1152336.3454210449,1161314.308072747,1106853.4713875824,1181794.8139090524,1115993.6326909594,1159672.1180453629,1017418.6458317223,1147728.1024982391,1168308.0849861563,1007885.638416724,1270413.3594382415,1067181.035448962,1128238.1763895908,1092276.3839344059,1150721.7889623847,1141834.1451806002,1056781.4269439895,986139.279620559,1161145.454806131,1105140.2936762865,1075330.5398198892,989469.7033376946,997938.4453340981
2023-02-07,1075434.9688138727,1147584.8815162594,1156428.3955898818,1104614.5389403284,1173485.3871138815,1112125.2287915307,1154269.7408104679,1015052.2035084128,1117369.2403761304,1155566.621619062,1008544.1553234889,1271602.5929959794,1064591.892615932,1123957.9562132256,1088319.736795955,1146010.0813237305,1137650.5208432148,1057045.5496198195,985290.9857361128,1154721.2767512156,1102198.3881300024,1075434.9688138727,985154.1676962173,995753.1804355308
2023-02-08,1079192.2035873611,1151294.2609769832,1160203.8157101914,1106543.4148448287,1175832.1201489917,1113421.9214512447,1157862.8101707809,1017311.7174575557,1124254.898668335,1158990.4560426876,1007153.5189087817,1272402.760368315,1073614.8799792193,1127035.0532063209,1091178.063288469,1148850.6799007049,1141185.2223014124,1057309.7383081533,986033.3191814723,1158238.5213590795,1104069.016559794,1079192.2035873611,986765.4661706476,997923.9964322932
2023-02-09,1081952.9063816224,1153976.5763630543,1162698.1258085119,1107904.1754776249,1176902.0379049056,1114069.960569174,1160017.7041151726,1017566.6054519663,1120368.1662227272,1157315.1280915176,1008005.9545694777,1277513.935382043,1074921.4778216367,1129066.459553463,1093154.133569617,1150856.7443491651,1143296.5075995843,1057573.9930254894,986004.2188484501,1159991.2066570625,1105072.7322619546,1081952.9063816224,987393.7328618115,998182.8458127825
2023-02-10,1081462.6675054354,1152760.934893127,1161329.022765221,1107381.471143531,1175205.006849989,1113374.946361672,1158541.0647688766,1017067.0208384643,1111687.7658893943,1153728.3198818893,1007956.7798670144,1280181.1024244395,1072701.8102585217,1128017.9866833503,1092087.3858360243,1150045.8853897748,1142033.1512426336,1057838.31378833,984525.6938496148,1158272.1962132112,1104379.6457504425,1081462.6675054354,986274.7268415239,997735.4027767102
2023-02-13,1076966.1208480303,1146544.4435023908,1154994.2767988932,1104465.2364316513,1171932.7470635225,1111910.792580955,1152788.1695486016,1013849.0113323429,1120208.8050516131,1151907.575765816,1009936.523519837,1278210.1311025256,1067559.545204677,1122828.9546209895,1087297.09038134,1145180.3225949253,1136116.049082404,1058102.7006131832,979169.4780908456,1152889.9267886719,1101868.0355953113,1076966.1208480303,982540.7782665687,994429.2917125088
2023-02-14,1079577.1405488218,1159287.3232903695,1168087.1089116086,1110913.0951665172,1186558.2559841096,1119103.8142939238,1166265.7467954748,1020414.591942657,1156862.3023779008,1170480.5947647388,1009314.4672583842,1283341.8734591566,1077108.175378132,1134172.6766312185,1098070.3182322267,1156708.407157226,1147855.117819628,1058367.1535165587,981145.0700309465,1166892.2714092454,1108813.5742519433,1079577.1405488218,988574.781929648,1000642.0538213054
2023-02-15,1080735.2169594702,1163170.3448228096,1172265.3968704492,1113035.2588872765,1190425.683970386,1121124.4704106166,1170523.2279915449,1021794.2913968365,1162890.1166683454,1176501.9508184984,1009628.7628448859,1281195.1706909838,1082274.4932837815,1137616.4995622337,1101475.3026470419,1159971.0021317138,1151514.1084347875,1058631.6725149727,979619.5231038114,1171214.7450071163,1111074.7762249305,1080735.2169594702,988603.527411157,1001186.8139642184
2023-02-16,1082515.980427265,1163090.7203207964,1171962.0795379516,1113015.2090954194,1190290.5889092677,1121189.7247316143,1170337.4155855142,1023137.5145427868,1163952.7838991112,1177092.561492303,1009727.704252837,1283466.9204408184,1083475.9625641652,1137171.5802000014,1101138.5543809847,1159389.9154077813,1151092.125324154,1058896.2576249433,979307.3123863464,1170891.5474001807,1111072.689274987,1082515.980427265,988318.6472290258,1002469.8047183085
2023-02-17,1079586.3054971036,1158346.2100865345,1167065.715699104,1110802.0787620202,1186313.11489002,1119394.8738683888,1165524.9210568117,1020193.5783462961,1166530.053143472,1171256.9497362624,1012210.3092560868,1280563.3790338417,1077970.2061206105,1132991.864488647,1097067.375619475,1155091.0614943507,1146923.2270311473,1059160.9088629945,977713.5698620372,1166062.4820185427,1108853.7476298825,1079586.3054971036,987378.5495481262,999372.10707268
